datetime,baller_id,image,price,combo,rarity,skill,team,role,timestamp,time,buyer,seller,transaction_id
2021-12-28 16:01:19+00:00,3305,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3378.png,1269.0,9349,8705,8360,San Jose Sirens,Player,1640707279,7 hours ago,0x302f96f3c2a805c6,0x744c17d0243297e3,71dbb17f654ba2d1e2fed9f4a9b1e59cd50b7e4b268033b6accc2393d06e7fb5
2021-12-28 15:52:58+00:00,100,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/100.png,1499.0,5566,5189,4900,Iowa City Rattlesnakes,Player,1640706778,7 hours ago,0xeb5b51dfafbba6c1,0xe4e6dfd691091619,6a6102c8a51605499d2a76cc05b150f6ce2a53b7489f715ee771ef70e60b57c9
2021-12-28 15:52:28+00:00,4375,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4759.png,4999.0,497,1744,507,Michigan Colliders,Player,1640706748,7 hours ago,0x96f2c4b0ae239409,0x5f8f813b226a2101,6f9315cf42e8f88b799c8b36591f368f7c416b3ae258f3d4195ffdf520ed797f
2021-12-28 15:32:21+00:00,2626,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8408.png,1800.0,2278,7041,639,Los Angeles Knives,Player,1640705541,7 hours ago,0x7048edde593b978e,0xe462999e93d79686,46058cbfcf4970c3ddd308f7612648e0482ff17bf0eb784b018c8909d30df0d6
2021-12-28 15:12:39+00:00,7471,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3533.png,2500.0,1711,1372,3693,Alabama Kingpins,Player,1640704359,8 hours ago,0x8199f8b6db28120e,0xcd76dcbc1adea3c7,260b2b68c07f518f0aba6d433ce133ba41b3ec624dd988ec6cd5a6d7f1c2d780
2021-12-28 15:11:34+00:00,19,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/19.png,1200.0,5368,8030,2661,Boulder Elks,Player,1640704294,8 hours ago,0x90b263b960fc7316,0x2df9dcb18a371c13,c1b04c2e7efeb12ae24a23a8567c6a9b4ce355272574bf6c60bc30202e4c4aa8
2021-12-28 14:52:51+00:00,4339,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4316.png,1699.0,3737,1950,6447,Seattle Scream,Player,1640703171,8 hours ago,0x99d877977fd78901,0x779a338b1170df59,a287bed6fde5a23f3230d07776565abd55c2b971a2b8367fef09323704624819
2021-12-28 14:37:44+00:00,5062,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4512.png,1669.0,4124,8273,1411,Houston Rogues,Player,1640702264,8 hours ago,0x873675aaacda425a,0x7048edde593b978e,ee2548e7ac1c4222a599b1e22d263fd792c5d2c6f1d58171f8e1aa0bba4d5696
2021-12-28 14:23:06+00:00,6995,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8080.png,1999.0,6901,3764,8328,Portland Creatures,Player,1640701386,9 hours ago,0x4c342b6dafb5bcb1,0x340b07d4536c2f1e,36e33462d5025d50eff8b0e3217691bb7133dc8519969b78dc82b6d742c6b607
2021-12-28 14:18:35+00:00,9650,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7773.png,3599.0,3540,2790,4924,New York Golden Bulls,Captain,1640701115,9 hours ago,0x6af4c8d664ce8940,0x8dea60b825831ee1,1479dfa93c517dc9ae4b6f1894071c0324d4514e31da1d2694529b123407b559
2021-12-28 14:00:15+00:00,8459,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6827.png,3999.0,4765,4150,4939,Portland Creatures,Captain,1640700015,9 hours ago,0x165ce7a40f3e82b0,0x4b70b55daf6ffc6c,23434583c1f95b246e5104665577e115d0dc6b237aa969bf8a7d55fa463afee5
2021-12-28 13:41:36+00:00,443,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/443.png,1340.0,6235,8101,3566,Las Vegas Scorpions,Player,1640698896,9 hours ago,0xce68b69df1e31272,0x7048edde593b978e,cdb6658e3db1fe574b317da966b3d47b4263f192270f51ebddb6cac13f4d25b2
2021-12-28 13:25:31+00:00,9433,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8272.png,4900.0,988,445,5099,San Jose Sirens,Player,1640697931,9 hours ago,0x27e6826df827c3d9,0xea1b6662fe112e49,3a13919de0f9e525a4bd9a6009d81f2b41f3d6adc5d32ad8ea441d4c9ca795fd
2021-12-28 13:14:04+00:00,467,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/467.png,1200.0,7153,7202,5567,Las Vegas Scorpions,Player,1640697244,10 hours ago,0xcaadfdca380011e1,0xd8839e2286b2c63c,a820aef2dc3791a96e8e07db5fd0f4ba41e0f44631186a0dcf722560564e8d57
2021-12-28 12:30:34+00:00,4415,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8294.png,6518.0,1235,131,9286,Tallahassee Tarantulas,Player,1640694634,10 hours ago,0x792144a8a8b8460e,0xa0369daae25b9a97,a03b5cf6db8dbcc7fe2cb8d81161f001a6552315aaa2104f84f9110c0e74b8ed
2021-12-28 10:49:03+00:00,4838,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4088.png,2000.0,6019,3862,7086,St. Louis Orcs,Player,1640688543,12 hours ago,0x779a338b1170df59,0xfbfcf223fd1edbd0,d14330502700a8cf1a8c0b7dfa48c95345a08f88b75758548423612435cca6d3
2021-12-28 10:09:11+00:00,3748,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5950.png,1950.0,1393,3237,1170,New Orleans Giants,Player,1640686151,13 hours ago,0x54db2541cc27718a,0x386890b5f0c0def9,789013750ba0eb29854c47732d78bb0d3444767201ab90bb3e2b65855a98500f
2021-12-28 08:57:25+00:00,551,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/551.png,1288.0,8879,7482,8268,Tallahassee Tarantulas,Player,1640681845,12 minutes ago,0x754f3d6c798edd27,0x059afeab83934dc9,e751eaefd00e45a67da2c8923fe5afa616438eea84705fc40320fd182129730c
2021-12-28 08:36:53+00:00,8850,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3705.png,1499.0,3409,8031,1060,Los Angeles Knives,Player,1640680613,33 minutes ago,0x75e8e1db44c0ff26,0x754f3d6c798edd27,3e08e4a94897e307a7568137c5a1f1009665058ae92c8e99cf1d70fa38eacd0d
2021-12-28 07:29:45+00:00,8605,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8609.png,5750.0,890,409,5015,Dallas Pythons,Player,1640676585,an hour ago,0x84fee28a43181dae,0xb49665c33b79458b,91ed6cf6501a263d956d83cadfc4a840800031f541c93a3ac91fc532216bef44
2021-12-28 07:25:58+00:00,5299,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3067.png,1500.0,5354,8041,2643,Tallahassee Tarantulas,Player,1640676358,an hour ago,0xe7a3bd132b75903f,0x69608cc7fa4da66c,797a7cd1393a909898aa93750aaed4063b53dd148ca3f97309f694da5c72f286
2021-12-28 06:40:52+00:00,727,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/727.png,1325.0,6778,6774,5302,San Diego Keepers,Player,1640673652,2 hours ago,0x2f9d058995e1ad31,0x1e9f547f67632c02,9958ba194fef41e3a82323aa02d7fc6f46f709eab9c56d856e98e6c5085206f3
2021-12-28 06:33:20+00:00,1229,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1788.png,2349.0,3550,3641,3846,Cleveland Firebirds,Player,1640673200,2 hours ago,0x75e8e1db44c0ff26,0xd4d19490bd4f4c4d,bc988456c7c29be75a7d1d267aa8005014e028c4fd73cc881d309b40469b5da0
2021-12-28 06:21:26+00:00,3359,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7485.png,1399.0,6485,5307,6087,Austin Machines,Player,1640672486,2 hours ago,0xcaf4138565bcf8f0,0x04bc1a5d88753477,e47ce16265484ae71cebe97bab7b82946d4014e6bf05a41f94d17e6d39c6237c
2021-12-28 05:40:18+00:00,1691,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1210.png,1499.99,5058,4390,5116,Omaha Bullsnakes,Player,1640670018,31 minutes ago,0x6af4c8d664ce8940,0x07a19c6845bdd583,71a5b1bac1bdf1a4851cac2a6fc37ad72a64ba59e3bd9dd43f998d6bbdbc2515
2021-12-28 05:37:35+00:00,8800,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9377.png,1899.0,6203,8454,3169,Boston Rulers,Player,1640669855,34 minutes ago,0x7048edde593b978e,0x4b70b55daf6ffc6c,144356f0fb2f5582c221ecfe2281845bb01aaa6e362ff92641b516120bcce16d
2021-12-28 05:33:46+00:00,3098,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3591.png,2999.0,2861,3368,3187,Portland Creatures,Player,1640669626,38 minutes ago,0x953fba7dc683718e,0xcec58ac8d8266fd1,61f47bd9d80753d79a9bf92356843b4ffa2bb1e28225247b5175216a8d07337b
2021-12-28 05:24:05+00:00,9365,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7582.png,1299.0,6419,8618,3179,New Jersey Scientists,Player,1640669045,48 minutes ago,0xb3f4c490e5dc69fd,0x1e9f547f67632c02,c72fd2f5ebe1792e23db9b6863d3c8d9e8eafd5b9495042a2f35aed42bbcbfee
2021-12-28 05:12:19+00:00,5335,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2924.png,1100.0,9626,8673,9280,Nashville Miracle,Player,1640668339,59 minutes ago,0xf0d1cefd578a9095,0x15eb2589b60b86f5,c6d3f59f9ac937abe057de0a717641bcd310dc2bbafeada9d09814bf4b66cf3d
2021-12-28 04:48:40+00:00,2242,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1875.png,1150.0,8699,9051,6015,Minneapolis Express,Player,1640666920,an hour ago,0xad89a78a11e36d68,0x1e9f547f67632c02,2bbae5676c6a09136ebe1de889e970c0ca2df9cc14938b0f08d4e43ccd70cd27
2021-12-28 04:14:28+00:00,8476,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5092.png,1750.0,2570,8725,430,Cleveland Firebirds,Player,1640664868,an hour ago,0x35922b8e8e650719,0xac094118fda44c54,9358ec2459edcb1e2fbb527aaa95c5f2bc5d6a3b0d6421f832bba22eee359bb4
2021-12-28 03:39:16+00:00,1259,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1447.png,2299.0,2325,8697,363,St. Louis Orcs,Player,1640662756,28 minutes ago,0x03f7147e60a240e0,0x4b70b55daf6ffc6c,78aa2db409018bac6137048fcad9e49d048adcd5bcb20864b6ffc8ad7f0cdb29
2021-12-28 03:25:46+00:00,3050,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9008.png,1225.0,9509,8307,9180,Sierra Spiders,Player,1640661946,41 minutes ago,0x150df1be883d9ad2,0x6faf52b615a6b550,a03a3be4f9d1cf630f808b4d95141555af7f2645670ea298b9ed588344d3b176
2021-12-28 03:17:28+00:00,2806,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8167.png,998.0,9304,9394,7101,Nashville Miracle,Player,1640661448,50 minutes ago,0x2691935f43a30a3c,0xaac9293de4b8ec17,4c9280026bb7767c36523f13d3c5b134b44fef6d026e03d0a84f454d34604664
2021-12-28 03:15:05+00:00,5980,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9400.png,2349.0,2419,7267,682,Austin Machines,Player,1640661305,52 minutes ago,0x19c008c4ac3141e4,0x02d542960e737638,28f1165696413c47eb9714f9f9bbe73dc950889310c9dd6345ca567bf66a4b8a
2021-12-28 03:08:27+00:00,9763,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9745.png,1255.0,6840,5609,6262,Houston Rogues,Player,1640660907,59 minutes ago,0x3f6c7b4e54b505d8,0x9c17ce197269ec0f,46358881dc0409680ad5cba33dcad3c8463d428efe077eac360f6b0caa7619c6
2021-12-28 02:57:00+00:00,5468,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9531.png,1150.0,6242,4296,6860,San Francisco Surge,Player,1640660220,an hour ago,0x8cde829c3f523830,0x1e9f547f67632c02,4f647b5d63806873dba733c51a2cb13d179c84eb4cac772d78efcb1446c51765
2021-12-28 02:20:32+00:00,6749,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4542.png,1950.0,4215,1164,8636,Charlotte Clovers,Player,1640658032,an hour ago,0xe9e29fbb8a1128c3,0x7cdbb92396e162e4,721a4766573dce473c54474816af65d98228643925d07550b82e2847c3fc8be5
2021-12-28 02:00:48+00:00,4736,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5973.png,1500.0,4538,2569,6763,Los Angeles Knives,Player,1640656848,2 hours ago,0xd740d78452952390,0x873675aaacda425a,f1da430785ef543028b0b7bccb9615b4b2d5aac42a64897eb1cf4acad74b1f72
2021-12-28 01:47:29+00:00,8494,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9207.png,2888.0,4183,2343,6512,Iowa City Rattlesnakes,Player,1640656049,2 hours ago,0xce0d7ae88ec991ed,0x491fd675abe9b664,fa8be6bfb7a100ce1565aa9970e84daa7f0735bf957827b3199d23ec58b74bd9
2021-12-28 01:34:45+00:00,8566,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3012.png,3333.0,4541,3783,5206,Austin Machines,Player,1640655285,2 hours ago,0x946832b224af3651,0x533e59babb76a63b,0b628f1f5d5a3d9b64035d42a717ddc49c468a83a313b3e45a4861d6cfaa7318
2021-12-28 01:30:02+00:00,7583,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3540.png,2300.0,1850,5147,785,St. Louis Orcs,Player,1640655002,2 hours ago,0x2a6e20673259a582,0x50491b0b2c8ba7e6,0b89a4098fef344fdcfc06acf863a61d0b12e6fd0101af22229954ce256e3db6
2021-12-28 01:27:17+00:00,2879,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8906.png,1499.0,4373,4344,4110,Miami Tentacles,Player,1640654837,2 hours ago,0x5ad24f1161b05b0f,0xcbc6068c6b9f909c,9d640fd903b0b8350165b73ad054fd589ea70e1bf895444d00e0e3a9729bd07f
2021-12-28 00:51:16+00:00,6703,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8016.png,1199.0,6633,8617,3396,Seattle Scream,Player,1640652676,3 hours ago,0x457ae67439642375,0x470565252028e890,4f9a4c0e646b785903b8510ea6039d4d44fc429813d73d69bb5c80e80deeafb9
2021-12-28 00:44:15+00:00,523,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/523.png,1250.0,9557,8346,9279,Iowa City Rattlesnakes,Player,1640652255,3 hours ago,0x1d4fd7446300004e,0x1e9f547f67632c02,59162380db0d47bb3d0b5fe15fb48de3e326e52dba87fa2f6b0111109418a2a7
2021-12-28 00:14:57+00:00,8415,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3780.png,1450.0,4263,1151,8698,Boston Rulers,Player,1640650497,18 minutes ago,0xe84db897644a19c2,0xb529a3972566a4fa,af0b04a34a213a655e21f7591104e874b03e2dd9fbfc4ffacaa8c60107eb6574
2021-12-28 00:10:06+00:00,6369,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4898.png,1550.0,1688,7886,310,Seattle Scream,Player,1640650206,23 minutes ago,0x1d3960a8aaca7964,0xb529a3972566a4fa,f8f1bc8827f00648dbc7d4c152a315cb76fc9d0f52a71aa1efa217491740400a
2021-12-27 23:48:59+00:00,1858,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1392.png,1799.0,4004,2800,5709,New York Torches,Player,1640648939,20 seconds ago,0x04bc1a5d88753477,0x445597687b1884b3,df8e31329c08fe5f62bef67125128c2cd2010cb9e90d0e41c0dc5fa7565bcba3
2021-12-27 23:44:03+00:00,4056,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5361.png,1275.0,6826,9371,2569,San Jose Sirens,Player,1640648643,5 minutes ago,0x0a36243e0273f50c,0x8b89418dccead297,44751948a17a8bdbdcc2056710b828da5bf2a1d3c6c7dc9a4556916401d30744
2021-12-27 23:37:16+00:00,7485,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9406.png,1450.0,6113,9478,1844,Houston Rogues,Player,1640648236,2 minutes ago,0x01c46dc9102a561a,0x0a36243e0273f50c,f4e553f272acf829542d3af33d477879894bd962568aed2fc228d7329f8a92e3
2021-12-27 23:29:13+00:00,5755,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3552.png,2199.0,2429,1751,4445,Wisconsin Dragons,Player,1640647753,10 minutes ago,0x873675aaacda425a,0x84fee28a43181dae,03a43c58196b43a4d9c08b07d0fa0c210d55737ad6485489fec0dadc1e7af0f6
2021-12-27 22:54:10+00:00,2061,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1405.png,1380.0,7007,7536,5129,Sierra Spiders,Player,1640645650,45 minutes ago,0xcc792960afda85ab,0x442adfa7d8470768,e9f8fd6f04585b5817b7f298f75eebf6a22176421902eed4797e84b5e7a27265
2021-12-27 22:53:02+00:00,2273,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1998.png,1275.0,7991,7741,6544,St. Louis Orcs,Player,1640645582,47 minutes ago,0xd40223e443eac726,0x1e9f547f67632c02,78388b3f778da7dfa4c913cf8eeb2c6c798650859c08f5094c13856712e05e5c
2021-12-27 22:10:44+00:00,5243,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8256.png,1999.0,1159,963,3052,Alaska Whales,Player,1640643044,6 minutes ago,0x889f616b025441be,0xe284077651fb7644,48a595bed5a6777bf53e9d3f4ac26d7f2665984b74e5551e839b3aa1bffb0d52
2021-12-27 21:52:42+00:00,4620,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5929.png,1275.0,8915,9038,6533,Dallas Pythons,Player,1640641962,24 minutes ago,0x04bc1a5d88753477,0x1e9f547f67632c02,238a68303025ecd9c6b4478a71a010a83630b685a724f7f30c5d573c24376f48
2021-12-27 21:51:06+00:00,2453,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2149.png,1450.0,5256,5481,4171,Phoenix Skulls,Player,1640641866,26 minutes ago,0x744c17d0243297e3,0xe554224ae0e5387b,6844b5b2851b5413017a9871f92674b27125fca8cfddcde135ac1378d84a8f7c
2021-12-27 21:49:57+00:00,6786,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7920.png,2550.0,4291,1535,7982,D.C. Dobermans,Player,1640641797,27 minutes ago,0x04bc1a5d88753477,0xba4e971d3a81c137,be5cba9b0cdbddcbb6a8be46b04d2322852688293c527744fb9302606cf26f27
2021-12-27 21:47:42+00:00,1942,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1467.png,2299.0,1808,1976,2787,Omaha Bullsnakes,Player,1640641662,29 minutes ago,0x75e8e1db44c0ff26,0x779a338b1170df59,7e2b100c99beff13f7f193ff07a43025e0637d8a2cfaf1f3131319a746aa27d5
2021-12-27 21:46:17+00:00,2775,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5535.png,1150.0,9796,9462,9618,Cleveland Firebirds,Player,1640641577,31 minutes ago,0x1e2909c6a36e7439,0xb1110ca8ac5e32fa,f3aa1e05ecb57ba6bb585abdedbe718aad43f3f4c366ca61fccf499edb2db617
2021-12-27 21:36:29+00:00,1329,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2255.png,1375.0,6355,8925,2642,Omaha Bullsnakes,Player,1640640989,40 minutes ago,0x37a85e3097ebc9fa,0x1e9f547f67632c02,500007a4621f1c30bd0edc157a720d04352db2fce5ff4f00e837b57b6b388760
2021-12-27 21:36:02+00:00,5882,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6759.png,1150.0,8132,9326,4369,Minneapolis Express,Player,1640640962,41 minutes ago,0x44e36949c22d03d1,0x1e9f547f67632c02,d7a025ff16b61f3c0b3eed4ef570864f92c886ebed35364b9a53a6427809159b
2021-12-27 21:21:50+00:00,585,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/585.png,1250.0,9610,7480,9639,Helena Pronghorns,Player,1640640110,4 minutes ago,0x44e36949c22d03d1,0x1e9f547f67632c02,de1771fa2dee5ae958989f36537b984324d7afd3da968cc4c059f3654e0d2bdc
2021-12-27 20:35:43+00:00,3366,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3866.png,1670.0,2191,3090,2416,New York Torches,Player,1640637343,50 minutes ago,0xa383708252dc6c7a,0x96f2c4b0ae239409,88f688ddf8951e68cad5ac18d058608d8f4fc030957e2f5600a86c01a7da6ece
2021-12-27 20:33:37+00:00,2000,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1499.png,3800.0,1885,915,5398,New Orleans Giants,Player,1640637217,52 minutes ago,0xea0021c90d238ce4,0x19bcda1512b23f00,91125d9b2423394bb10980ea97559981bffdb96310c46cdd1ee64d580a7a9c25
2021-12-27 20:32:35+00:00,1924,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1700.png,1350.0,7945,4014,9105,D.C. Dobermans,Player,1640637155,53 minutes ago,0x5fd5e9a97a2cbcd8,0xddd22d0ee61e89a4,a572ec58212e5597f2a8e671a1b04c80aaca2b6973db4d52309a59074463ac04
2021-12-27 20:16:14+00:00,6909,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4813.png,1300.0,7472,6563,6495,Los Angeles Knives,Player,1640636174,an hour ago,0x44e36949c22d03d1,0xf92d02ab965ae28e,23d1981a0cd783c618856e0fcb18dc4006e0f2bba5f7b0b00279b3f1502d7a7c
2021-12-27 20:14:37+00:00,2148,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1391.png,1149.0,5140,7960,2486,Orlando Freeze,Player,1640636077,an hour ago,0xbb13e30c8f788747,0xf2a7c584f2f45d62,a89420b056ec0f9e5f14b080f48932c98c0f2546d108b00bc7b8dd5b915bc724
2021-12-27 20:10:36+00:00,5879,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4668.png,1200.0,9179,9737,5945,Tampa Bay Omens,Player,1640635836,an hour ago,0xe9ce6783e8e91a98,0x1a9b3693d7787b93,d326856dac21ccdbf39ff09e819c46d12e00030b37d76b4e33e4e40be331d6c1
2021-12-27 19:54:47+00:00,3388,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3817.png,1500.0,5822,4990,5440,Delaware Horsemen,Player,1640634887,an hour ago,0x93b29ca44fbb52d8,0xeb5b51dfafbba6c1,5c4ecb5343c6bbc0d9b406cdea87e60151205be3945c58c4c6cdc89d74dd8066
2021-12-27 19:45:27+00:00,5033,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3192.png,1699.0,4519,3999,4808,San Francisco Surge,Player,1640634327,an hour ago,0x93b29ca44fbb52d8,0x4c342b6dafb5bcb1,7e2c707f88e4bde3bd382c7655d869b88912c6586a17bd0480bd6d355f8eb0fd
2021-12-27 19:17:48+00:00,5061,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4418.png,2500.0,4117,3304,5286,D.C. Dobermans,Player,1640632668,2 hours ago,0x5348d42d2f180629,0xeb5b51dfafbba6c1,0574ff42b95b6aee59c59bf5e8c46146658ad38df8db0ac52d4c2a6c31eccf84
