datetime,baller_id,image,price,combo,rarity,skill,team,role,timestamp,time,seller,transaction_id
2021-12-30 02:18:59+00:00,9323,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8336.png,1600.0,6874,9750,2008,Chicago Squid,Player,1640830739,10 minutes ago,0xc202178e66ede2b4,cd9e785c2956ca2089102971514dee3b836f6efd984e0101d0d9c284664a5a59
2021-12-30 02:18:12+00:00,9685,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7357.png,1500.0,2828,5819,1305,New York Torches,Player,1640830692,11 minutes ago,0xc202178e66ede2b4,720cab9147f32493ee4d047bb86419464411eac3edcc9c1fa69d11ab1ff15da2
2021-12-30 02:17:13+00:00,9822,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9813.png,3700.0,1018,1617,1581,San Francisco Surge,Player,1640830633,12 minutes ago,0x01a3a9ff95c6f185,01fe2b1681912f3e3fd9d5ad9148e968bec3e5015f2619aaa49d82ad106d5fd5
2021-12-30 02:17:01+00:00,6414,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9090.png,4400.0,897,885,2374,Michigan Colliders,Player,1640830621,12 minutes ago,0x3e40591d5522a4f1,f81dcddaa338886ca0a9df1feac2acf400889bf2911cac80bedc9554f71107e0
2021-12-30 02:10:30+00:00,3004,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6431.png,4999.0,701,2323,574,Nashville Miracle,Player,1640830230,19 minutes ago,0x5aac371ab5438f2f,671ecea7ecb61d98882f7e141100b6cb8c51e2c9208ed92460fb087f6aa36119
2021-12-30 02:09:57+00:00,481,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/481.png,1669.0,7254,6847,5952,San Diego Keepers,Player,1640830197,19 minutes ago,0xd4d19490bd4f4c4d,7e863c9fb12390d32367d909c7b61d2017409e1a8797fa62aeefa5dca130681a
2021-12-30 02:09:47+00:00,3391,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3239.png,9488.0,1040,2464,1021,Miami Tentacles,Player,1640830187,20 minutes ago,0x7f003f53eccce32c,ccd9896f22716dcf80e5b9e6f6b00537662058e281599dd438dbe0603b2ce374
2021-12-30 02:09:07+00:00,5147,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3766.png,5250.0,1732,3105,1748,Toronto Spears,Player,1640830147,20 minutes ago,0x2ca4b59d911e55f3,57bb73ec5511b113505f03610dccfbd8ecb5b370230fc78c6bde83dccf06e7d4
2021-12-30 02:05:13+00:00,6915,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2873.png,2000.0,7320,7429,5642,Minneapolis Express,Player,1640829913,24 minutes ago,0x760e5312752dc4ae,fc89483d57b0129ea6d85e6b783629a671d6488b466ae2d9a917298729dcc9f4
2021-12-30 02:01:56+00:00,8688,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8084.png,22000.0,336,497,1432,Iowa City Rattlesnakes,Player,1640829716,28 minutes ago,0x15654b7313e7f385,45412749b86857c0707a55def5e3a55abc64188575bdd1d5685636b396a568f9
2021-12-30 02:01:33+00:00,4874,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6346.png,1600.0,7313,6661,6173,Michigan Colliders,Player,1640829693,28 minutes ago,0xeb5b51dfafbba6c1,b2a0fa4885d26336d50c538e388db6913cf257cc8addfa51318a1b7635b847a9
2021-12-30 02:01:10+00:00,2312,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1504.png,5000.0,8851,8726,6982,Nashville Miracle,Player,1640829670,28 minutes ago,0x0a5f41def5b060bf,7baa62a11d3e76479a183a0c2f522f1cba549fdf08f80e988a49daa7ce703d48
2021-12-30 01:59:50+00:00,5132,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4437.png,2767.0,4832,1071,9246,Seattle Scream,Player,1640829590,30 minutes ago,0x5f8f813b226a2101,6aa266f6f623137fc75258885a48824702a7fda32e9f1f32ace12351a15f15fb
2021-12-30 01:58:01+00:00,8799,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5559.png,2299.0,5161,2156,8097,Chicago Squid,Player,1640829481,32 minutes ago,0xfc4a808a98006d28,2304441041cdf582afcd21d0ef10288f633ec8a5b5d2def5d6f486f68564a9b5
2021-12-30 01:57:18+00:00,3016,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5473.png,4999.0,858,551,3537,Alabama Kingpins,Player,1640829438,32 minutes ago,0xfc4a808a98006d28,fb8bc8b3831a2f4dd436a1cee5669a47b2ab4ee61c8c1bced8bdd976027a07ff
2021-12-30 01:56:50+00:00,3789,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7294.png,3000.0,3941,2217,6342,Minneapolis Express,Player,1640829410,33 minutes ago,0x15654b7313e7f385,a63896786b5bc948c14969c9656c36f3bf9fa2c9377a452fb08feb7f58597f36
2021-12-30 01:56:11+00:00,2635,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8072.png,1400.0,9704,3934,9824,San Jose Sirens,Player,1640829371,33 minutes ago,0x4567a5d8dd37ed8d,3e377074e30b0550edca82ea42d34dc9ff305b17cab5fa36adc733cb6d0ceb3e
2021-12-30 01:56:50+00:00,3789,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7294.png,3000.0,3941,2217,6342,Minneapolis Express,Player,1640829410,33 minutes ago,0x15654b7313e7f385,a63896786b5bc948c14969c9656c36f3bf9fa2c9377a452fb08feb7f58597f36
2021-12-30 01:56:11+00:00,2635,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8072.png,1400.0,9704,3934,9824,San Jose Sirens,Player,1640829371,33 minutes ago,0x4567a5d8dd37ed8d,3e377074e30b0550edca82ea42d34dc9ff305b17cab5fa36adc733cb6d0ceb3e
2021-12-30 01:55:49+00:00,3283,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4640.png,1640.0,7525,5767,7137,Dallas Pythons,Player,1640829349,34 minutes ago,0xfc4a808a98006d28,ec51b37a732e097534b4f0f78e6878685ce13549781d4862afaf31694fd7efb7
2021-12-30 01:55:46+00:00,9176,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5902.png,1800.0,3612,8263,1075,Los Angeles Knives,Player,1640829346,34 minutes ago,0x7220bbcb8b86604f,dd66e23f48768e349acc1ec050adab0ec4d9133cb5ed6f0213b14a542b28f8a8
2021-12-30 01:53:54+00:00,1976,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1735.png,5850.0,1707,7890,320,Dallas Pythons,Player,1640829234,36 minutes ago,0x5366751a7f7b6ba4,1ca4f21b49ba652b3c08ed814013a27fd29d9006302eec53403ccb12894403d5
2021-12-30 01:50:45+00:00,7058,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5863.png,2400.0,4100,5127,2966,Orlando Freeze,Player,1640829045,39 minutes ago,0x3fcc6111e72b6f02,4c23983eb5ab31827d6234e97115771e8bae2f36918983471f472b967de7a15a
2021-12-30 01:48:58+00:00,4646,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3302.png,2200.0,6676,9137,2686,New Orleans Giants,Player,1640828938,41 minutes ago,0x435b81b33e4ed85a,b3e27904eb602716d5cc4996124c9d44cb36d81bc9bc728a305dafc1447b1f6a
2021-12-30 01:47:08+00:00,1170,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2274.png,2999.0,1038,2061,1244,St. Louis Orcs,Player,1640828828,43 minutes ago,0xd27da5d5c99b6613,0603191c709137f203db37ee60d7ec01a5ec8b6918e6ee6d82fbf037552c0b59
2021-12-30 01:46:06+00:00,1284,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1771.png,2770.0,1427,2543,1561,St. Louis Orcs,Player,1640828766,44 minutes ago,0xd27da5d5c99b6613,69893ebb52c87e08c1d7634809347d6f10b15c541ffda227f58c1b9962ba0c49
2021-12-30 01:45:53+00:00,6610,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5527.png,3399.0,6143,3109,8234,New Jersey Scientists,Player,1640828753,44 minutes ago,0x5366751a7f7b6ba4,062040286e8f8d7a61dd5666752463c0fb89d9f8dd4ad0f491010eb2bb73a266
2021-12-30 01:45:27+00:00,1884,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1835.png,9999.0,757,447,3891,Omaha Bullsnakes,Player,1640828727,44 minutes ago,0x0553190951a432a6,3e5377251c3f7409001df22775fe14b6db80307a478762314b0f5d8435da5c48
2021-12-30 01:43:21+00:00,4580,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4800.png,2699.0,3649,4266,3198,Pennsylvania Fangs,Player,1640828601,47 minutes ago,0x5366751a7f7b6ba4,207a585bfbe885b12e6dbfdd374d5c617781df0f66561abda67a536d0dcd9444
2021-12-30 01:40:23+00:00,1065,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2308.png,6320.0,415,2015,341,Tampa Bay Omens,Player,1640828423,50 minutes ago,0x60345c8790753f8d,69d84a2954e58787950a5c86db9e6b91a931e912aa70aa5ce2a742f6997f4535
2021-12-30 01:39:31+00:00,5779,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4435.png,2799.0,3347,3050,4328,Boston Rulers,Player,1640828371,50 minutes ago,0x448c2fe8d1fb2c9f,2ad70b0842f5c38a1179621360d440a62f2428dc0ae7d1007d7330557a3dd34e
2021-12-30 01:38:17+00:00,1930,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1148.png,6969.69,250,563,759,San Diego Keepers,Player,1640828297,52 minutes ago,0xf0b0962e08150ca3,074acb17d7d2baec1bd41ce48556cc7dfcc0225d73b9b39abd95b953dc7f9742
2021-12-30 01:35:18+00:00,51,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/51.png,3500.0,5561,5585,4454,Portland Bats,Player,1640828118,55 minutes ago,0x5d3fc788e08a7eeb,69dd0198b198b4332f77955295c7d32346aadaf28daa9e5f9b780e6ca3ac6e7c
2021-12-30 01:29:31+00:00,8400,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5169.png,4200.0,7306,2737,9378,Wisconsin Dragons,Player,1640827771,an hour ago,0xde9342710733c1b0,f43838e17a85473568e0e908b07d746bd1aefe1fa354b79ccc2dabbaad56a664
2021-12-30 01:28:36+00:00,8866,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8982.png,3900.0,1100,1407,2056,Phoenix Skulls,Player,1640827716,an hour ago,0xf1a5b6fbf24186a7,36d044bf584871dc9e3b7c5d02b033a3f6172a87e8fe4fbb4d856b880360dd73
2021-12-30 01:25:32+00:00,6996,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8346.png,2199.0,3939,9569,585,Charlotte Clovers,Player,1640827532,an hour ago,0xe554224ae0e5387b,b1033ed97f965787f89ef48d5578de6d555083bdf6736ee6abd919599b2bb9b4
2021-12-30 01:23:47+00:00,481,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/481.png,1769.0,7254,6847,5952,San Diego Keepers,Player,1640827427,an hour ago,0xd4d19490bd4f4c4d,945db34dbf0aa1f26451e8e3137ceadb0ea78e7c58c7934cceb2a3947c98d9ea
2021-12-30 01:23:32+00:00,8400,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5169.png,2750.0,7306,2737,9378,Wisconsin Dragons,Player,1640827412,an hour ago,0xde9342710733c1b0,6da5e5c057179986174e4aee8e021aa62044548cdaa2cd6fb02fcbcb9ceba189
2021-12-30 01:22:02+00:00,2739,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7194.png,25000.0,1807,1296,4143,Delaware Horsemen,Player,1640827322,an hour ago,0xf8de6e54c452f4ab,004aa98fbc95a5496d2524aabc29ff0582cbd4f260a5cdfae4a63c748fa2f033
2021-12-30 01:21:35+00:00,3949,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4246.png,3998.0,4458,2587,6634,Alaska Whales,Player,1640827295,an hour ago,0xf5d5d4e31448dab2,e4ddb127b06e5ab7284a5974d14ee47bf13db515b1858385b18208a00c49157b
2021-12-30 01:20:23+00:00,3423,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3368.png,6969.0,689,5184,159,Pennsylvania Fangs,Player,1640827223,an hour ago,0xb3728a6446bc1a98,b27a952ce88fc9d2ea6444005b5a69aaa86e9a9f39d8d4bab633cd9cab71e37b
2021-12-30 01:20:21+00:00,4932,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3381.png,1990.0,5649,6179,4148,Austin Machines,Player,1640827221,an hour ago,0x1240dd223209d2df,cf47caf27bc0234dd83c039ef3f792278358c42173be4fa2d25f541dd4898739
2021-12-30 01:17:23+00:00,9139,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3717.png,8000.0,6213,3098,8322,San Jose Sirens,Player,1640827043,an hour ago,0xe4de4e0c605eb596,a774e7983db57cf556b467c58446ef7abb3f189a0431a82dd40a458b5ef678b6
2021-12-30 01:11:33+00:00,4264,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6368.png,1599.0,7324,5826,6779,Austin Machines,Player,1640826693,an hour ago,0xa1d65e5fad2c55bd,6e59475781c02398f0e595e1bf0ec7363276ba0e130654a4a2101e8db249c21c
2021-12-30 01:11:17+00:00,3614,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9446.png,7999.0,841,1942,962,Delaware Horsemen,Player,1640826677,an hour ago,0x90c272cb2ee1e8ad,a23f4564b1377a473e1ad64b26402c21c55d72d983a94c00c6282ccf75c36e4b
2021-12-30 01:11:13+00:00,998,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/998.png,1750.0,9236,9782,5958,Iowa City Rattlesnakes,Player,1640826673,an hour ago,0x9570960b8f6ef212,d3b7867997beaf006b8b9301a6940a6c3ad748f51a219ee062c1b12594fa1680
2021-12-30 01:10:11+00:00,1024,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1024.png,2778.0,1324,2908,1249,Los Angeles Knives,Player,1640826611,an hour ago,0xaf1ef3a3d4000642,3ecb3e5aa0d00282968a1c16d9d3b24637948133b8449edf2345155ae0138e4c
2021-12-30 01:09:24+00:00,5819,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6518.png,49965.0,311,3702,102,Minneapolis Express,Player,1640826564,an hour ago,0xd3fd65ff605e17e0,641c2e6486483c3da0284719bc25bc7decf3f6a14939764b9f5ce08b339dc9b6
2021-12-30 01:08:47+00:00,3665,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3146.png,2999.0,2791,5650,1329,Delaware Horsemen,Player,1640826527,an hour ago,0xa1d65e5fad2c55bd,dc4ceaf150007e3e576119c08c67101f8538cff9488355e48f649c3d73cea84a
2021-12-30 01:08:37+00:00,8898,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7078.png,26942.0,583,494,2677,Team Flow (M),Player,1640826517,an hour ago,0x66443cafc920078c,98a2b52482f58de9e25a9ade78bd8470201243a694546445232569a004412d57
2021-12-30 01:08:13+00:00,6572,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4931.png,3000.0,6588,5313,6222,New Orleans Giants,Player,1640826493,an hour ago,0xbcf6d2782852a2d7,365abafeb5c3d957eb1cb707662281feabcf637588bb13fa37e5f606c388402e
2021-12-30 01:07:59+00:00,3480,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5124.png,3269.0,5107,6129,3490,Chicago Squid,Player,1640826479,an hour ago,0x66443cafc920078c,79cdb52130ca0191e12b9fa9fce093239d1048e5f3b7389a8fe24e60b36419cd
2021-12-30 01:07:49+00:00,8054,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7677.png,3795.0,1886,815,5701,Omaha Bullsnakes,Player,1640826469,an hour ago,0xb1110ca8ac5e32fa,311b1eb40006489f4e2d6872003c7030f24bd21ce192e5386b2365aaad861f66
2021-12-30 01:06:51+00:00,9601,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3444.png,2420.0,9048,8449,7871,Los Angeles Mammoths,Player,1640826411,an hour ago,0x66443cafc920078c,5e0500f17d1ac74178ae7344359ffa2fe7629b918b99d25d7aef028da6544df6
2021-12-30 01:06:43+00:00,7331,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9030.png,5555.0,1223,6618,244,Seattle Scream,Player,1640826403,an hour ago,0xbcf6d2782852a2d7,f27f0eff8fa09ac9ae8c468637969ab45cb3381f6089e69c17e0f5c7da3358e4
2021-12-30 01:06:14+00:00,4939,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3095.png,2690.0,8356,6439,7942,Dallas Pythons,Player,1640826374,an hour ago,0x66443cafc920078c,12a5254ebf9ca24754a41c962053e50c47d27205a948831f7bd9d6cb325f2607
2021-12-30 01:04:46+00:00,6952,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6138.png,5000.0,5600,7762,3098,Pennsylvania Fangs,Player,1640826286,an hour ago,0xf3503d22db318314,5b351f0749d093dd623bfd68db013363c67534e92bd96211e5f471f697dcae63
2021-12-30 01:04:31+00:00,8400,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5169.png,12000.0,7306,2737,9378,Wisconsin Dragons,Player,1640826271,an hour ago,0xde9342710733c1b0,635c17e5938a88cb9400200b4822aeefd0913de7a34b78f2b2e662fdef052219
2021-12-30 00:52:30+00:00,4878,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4718.png,1400.0,9359,9296,7457,San Francisco Surge,Player,1640825550,an hour ago,0xf0bf5670c5cb12a2,53996771e4afdf573e37864b8dcb57a876d4ac34cdf267d47161681050c672b1
2021-12-30 00:52:30+00:00,4878,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4718.png,1400.0,9359,9296,7457,San Francisco Surge,Player,1640825550,an hour ago,0xf0bf5670c5cb12a2,53996771e4afdf573e37864b8dcb57a876d4ac34cdf267d47161681050c672b1
2021-12-30 00:51:47+00:00,1863,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2036.png,1599.0,7389,5263,7358,Salt Lake City Souls,Player,1640825507,an hour ago,0x1e9f547f67632c02,60f5274d03bfbb7f4ad681397ef661425786f5333942dd67d47eb9a4dbb34799
2021-12-30 00:51:08+00:00,4539,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4596.png,1995.0,5830,4309,6270,Tampa Bay Omens,Player,1640825468,an hour ago,0x5348d42d2f180629,92ef2887acd861d13c9f169853e73560162d98a7457d835d876047d62c69c12c
2021-12-30 00:49:01+00:00,6235,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2569.png,1599.0,4882,6064,3220,Alabama Kingpins,Player,1640825341,an hour ago,0x1e9f547f67632c02,4e8d9f6aa899ebc746dade7c00a9511ac9cd7ff41eddc0ed603b8448eb4d196b
2021-12-30 00:45:47+00:00,6703,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8016.png,1599.0,6633,8617,3396,Seattle Scream,Player,1640825147,an hour ago,0x457ae67439642375,acc05b4cbfe3b8d50b9b192e88bc888d9b5520dabd82c01b768a9906c345d088
2021-12-30 00:44:16+00:00,7954,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4603.png,4750.0,2070,9096,227,Portland Creatures,Player,1640825056,an hour ago,0x0553190951a432a6,aae912d8cf176851ad6cfde7f016ef4fa963b249532b1a28666cb6170823f0f5
2021-12-30 00:38:20+00:00,8262,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6655.png,1849.0,7588,3238,9333,Delaware Horsemen,Player,1640824700,an hour ago,0xcaadfdca380011e1,6f1eff4088f8b1f30f9d5a5247a80269c7c901841c8264d110c95d20ed14b2ea
2021-12-30 00:36:50+00:00,6240,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9681.png,1775.0,8085,5140,8441,D.C. Dobermans,Player,1640824610,an hour ago,0x0553190951a432a6,d2a76b488d25594a344af2e677b0e0c6f5b78b0858fb3b28aec18c5c01ce54dc
2021-12-30 00:35:46+00:00,9151,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8863.png,1750.0,7197,7732,5258,Sierra Spiders,Player,1640824546,an hour ago,0x0553190951a432a6,033c97712a103697401a92ae0e143af3ba16badf70bf43700c8dad3f88585ced
2021-12-30 00:34:51+00:00,7895,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3033.png,1550.0,8662,6896,8209,New Orleans Giants,Player,1640824491,an hour ago,0xc8a96ba3fc91bda6,df1875488e826d3b5f997668a429515eb179f009982fb0a1dce34bbe7e785a92
2021-12-30 00:34:37+00:00,8343,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6253.png,2000.0,8554,6345,8338,Sierra Spiders,Player,1640824477,an hour ago,0x5c84feb210a1f527,eded7c537e7d27534611ed15ceb15fb83af29f955975540b08f02696ffc7beaf
2021-12-30 00:34:37+00:00,8343,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6253.png,2000.0,8554,6345,8338,Sierra Spiders,Player,1640824477,an hour ago,0x5c84feb210a1f527,eded7c537e7d27534611ed15ceb15fb83af29f955975540b08f02696ffc7beaf
2021-12-30 00:28:25+00:00,4468,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3506.png,6969.0,566,2228,438,Minneapolis Express,Player,1640824105,2 hours ago,0x667868608be71786,cc7d1bb1d7aa2809561be9ff6f9f51ebb2d15640249ae2f0df8b52cb061df0cd
2021-12-30 00:25:06+00:00,1673,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2498.png,3200.0,1671,3677,1265,Toronto Spears,Player,1640823906,2 hours ago,0x2f5076723c1b1a0d,31c3e1cd5c4c95141bef8526b4800d213f6c399eeaaddffb1d1f23caf9c570b0
2021-12-30 00:23:57+00:00,3671,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3475.png,1849.0,6303,4032,7254,Los Angeles Knives,Player,1640823837,2 hours ago,0xcaadfdca380011e1,03c0ffe69b6fd7c423618b08be616707213082fdaef247bc3312c73520594aea
2021-12-30 00:23:53+00:00,4144,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5482.png,3950.0,1111,2528,1097,Toronto Spears,Player,1640823833,2 hours ago,0xb076e1df494e24ff,4ff80857e7dfe9ca50088c335e9c79e208c4147c0c2d0412953b8d5c022a9180
2021-12-30 00:21:46+00:00,9677,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6482.png,32000.0,793,604,2933,Dallas Pythons,Player,1640823706,2 hours ago,0xb076e1df494e24ff,04deed8b37f94f5f058ce9f77e856b5cceb8eb46e64253dd44061ae4fb3b6bb0
2021-12-30 00:20:51+00:00,9662,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4732.png,2223.0,4170,8453,1333,New Jersey Scientists,Player,1640823651,2 hours ago,0xa1d65e5fad2c55bd,45efbae407d499edfa0dd9afa47a48c0d75b49bf9bf71bc7212d3a4490bfabf7
